Chip Run Filename,C:\Documents and Settings\Administrator\Desktop\Melov Real Time PCR Runs\DonnaRealTime Project_Plate1\ChipRun.bml
Application Version,2.0.2
Application Build,20080502.1530
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S07-A15,8 Days D4,Unknown,1,Ngb,Test,22.7378140242721,0.94,Pass,0.0132358407753192
S07-A16,8 Days D4,Unknown,1,Egln3,Test,19.4113809980353,0.95,Pass,0.0149010143493106
S07-A17,8 Days D4,Unknown,1,Bnip3I,Test,16.4013663305536,0.88,Pass,0.0214933930805613
S07-A18,8 Days D4,Unknown,1,Hif1a,Test,17.2392163542902,0.99,Pass,0.0274163579922502
S07-A19,8 Days D4,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S07-A20,8 Days D4,Unknown,1,SDHb,Test,15.2268614992402,0.96,Pass,0.0188587803835945
S07-A21,8 Days D4,Unknown,1,Mt3,Test,12.7213527510956,0.8,Pass,0.0228345411869442
S07-A22,8 Days D4,Unknown,1,Cat,Test,6.8997345574324,0.13,Fail,0.00201192985235196
S07-A23,8 Days D4,Unknown,1,Egln2,Test,19.168939853997,0.96,Pass,0.00689486129308747
S07-A24,8 Days D4,Unknown,1,Egln1,Test,16.6670066903388,0.93,Pass,0.0097987151773852
S07-A25,8 Days D4,Unknown,1,Nfe212,Test,24.5624214356848,0.91,Pass,0.0128811432565052
S07-A26,8 Days D4,Unknown,1,Nos2,Test,27.8736951587168,0.98,Pass,0.0150035719669409
S07-A27,8 Days D4,Unknown,1,Hif3a,Test,23.8522042062938,0.96,Pass,0.0155135707898053
S07-A28,8 Days D4,Unknown,1,Bnip3,Test,16.1539740590993,0.91,Pass,0.0239177378873408
S07-A29,8 Days D4,Unknown,1,Cp,Test,999,0,Fail,0.1
S07-A30,8 Days D4,Unknown,1,Dppa5a,Test,24.676262910243,0.88,Pass,0.0109474022309234
S07-A31,8 Days D4,Unknown,1,Sod2,Test,15.8920590545963,0.95,Pass,0.0193117342570188
S07-A32,8 Days D4,Unknown,1,Mt1,Test,17.9508645257679,0.97,Pass,0.0150165747366286
S07-A33,8 Days D4,Unknown,1,PDK1,Test,22.3368852784312,0.98,Pass,0.0831058699701507
S07-A34,8 Days D4,Unknown,1,Car2,Test,15.1174578254317,0.87,Pass,0.0121965143027594
S07-A35,8 Days D4,Unknown,1,Trp53,Test,20.7696834304819,0.95,Pass,0.0194839829779027
S07-A36,8 Days D4,Unknown,1,PDHx,Test,17.8165689074735,0.92,Pass,0.0126570262457584
S07-A37,8 Days D4,Unknown,1,Hmox1,Test,22.9826112743915,0.95,Pass,0.0087765704303593
S07-A38,8 Days D4,Unknown,1,Bach1,Test,28.7236822320185,0.8,Pass,0.00898588417366158
S07-A39,8 Days D4,Unknown,1,Fth1,Test,9.79337457243111,0.95,Pass,0.0146163250752354
S07-A40,8 Days D4,Unknown,1,Fxn,Test,18.8482444625974,0.95,Pass,0.0208283161042978
S07-A41,8 Days D4,Unknown,1,Aco2,Test,17.0808250541933,0.97,Pass,0.0206074612287017
S07-A42,8 Days D4,Unknown,1,H2afz (house keeping),Test,18.1904586501316,0.93,Pass,0.00632670523166442
S07-A43,8 Days D4,Unknown,1,Slc11a2,Test,21.1595044954865,0.95,Pass,0.00590284917332172
S07-A44,8 Days D4,Unknown,1,Th,Test,20.5958686075268,0.93,Pass,0.00763526729220294
S07-A45,8 Days D4,Unknown,1,Trfr2,Test,24.8759817212033,0.98,Pass,0.0155279526230004
S07-A46,8 Days D4,Unknown,1,Mt2,Test,13.3678039176657,0.98,Pass,0.0198420617612677
S07-A47,8 Days D4,Unknown,1,LCT,Test,25.5260783561877,0.97,Pass,0.0162807939869354
S07-A48,8 Days D4,Unknown,1,RPL22 (house keeping),Test,14.4874292667584,0.96,Pass,0.00902334899870637
S39-A01,24hrs D1,Unknown,1,Ftmt,Test,23.3756131265338,0.99,Pass,0.0170975760029845
S39-A02,24hrs D1,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S39-A03,24hrs D1,Unknown,1,Epo,Test,999,0,Fail,0.1
S39-A04,24hrs D1,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S39-A05,24hrs D1,Unknown,1,Slc40a1,Test,22.9889555399724,0.93,Pass,0.00665758110254866
S39-A06,24hrs D1,Unknown,1,Ppara,Test,26.1423517210253,0.96,Pass,0.0143613838140424
S39-A07,24hrs D1,Unknown,1,Vegfa,Test,37.9919785386245,0.84,Pass,0.0130632654833801
S39-A08,24hrs D1,Unknown,1,Ep300,Test,18.4448775050524,0.91,Pass,0.00592725233700934
S39-A09,24hrs D1,Unknown,1,Ftl1,Test,19.3130391384668,0.71,Pass,0.00605555306988149
S39-A10,24hrs D1,Unknown,1,Ppargc1a,Test,16.5456285872448,0.93,Pass,0.0103153062665152
S39-A11,24hrs D1,Unknown,1,Epas1,Test,16.7792338955629,0.97,Pass,0.00845488203106051
S39-A12,24hrs D1,Unknown,1,Ogdh,Test,16.9806047829784,0.96,Pass,0.0154003440700253
S39-A13,24hrs D1,Unknown,1,GPX1,Test,999,0,Fail,0.1
S39-A14,24hrs D1,Unknown,1,Ucp2,Test,20.3158526766332,0.92,Pass,0.00634618516443952
S39-A15,24hrs D1,Unknown,1,Ngb,Test,21.6638372370912,0.95,Pass,0.0132358407753192
S39-A16,24hrs D1,Unknown,1,Egln3,Test,20.9108682624029,0.96,Pass,0.0149010143493106
S39-A17,24hrs D1,Unknown,1,Bnip3I,Test,17.5366402772166,0.86,Pass,0.0214933930805613
S39-A18,24hrs D1,Unknown,1,Hif1a,Test,18.3525078073342,0.99,Pass,0.0274163579922502
S39-A19,24hrs D1,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S39-A20,24hrs D1,Unknown,1,SDHb,Test,15.9117259947164,0.95,Pass,0.0188587803835945
S39-A21,24hrs D1,Unknown,1,Mt3,Test,13.2625438558888,0.8,Pass,0.0228345411869442
S39-A22,24hrs D1,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S39-A23,24hrs D1,Unknown,1,Egln2,Test,19.9358672248277,0.96,Pass,0.00689486129308747
S39-A24,24hrs D1,Unknown,1,Egln1,Test,17.2851199514897,0.94,Pass,0.0097987151773852
S39-A25,24hrs D1,Unknown,1,Nfe212,Test,26.6412714206398,0.95,Pass,0.0128811432565052
S39-A26,24hrs D1,Unknown,1,Nos2,Test,25.459916035981,0.96,Pass,0.0150035719669409
S39-A27,24hrs D1,Unknown,1,Hif3a,Test,23.8506323124335,0.93,Pass,0.0155135707898053
S39-A28,24hrs D1,Unknown,1,Bnip3,Test,16.775415994874,0.97,Pass,0.0239177378873408
S39-A29,24hrs D1,Unknown,1,Cp,Test,999,0,Fail,0.1
S39-A30,24hrs D1,Unknown,1,Dppa5a,Test,24.7969016623148,0.88,Pass,0.0109474022309234
S39-A31,24hrs D1,Unknown,1,Sod2,Test,16.9902508428712,0.96,Pass,0.0193117342570188
S39-A32,24hrs D1,Unknown,1,Mt1,Test,18.7875369174554,0.97,Pass,0.0150165747366286
S39-A33,24hrs D1,Unknown,1,PDK1,Test,23.5758208943007,0.98,Pass,0.0831058699701507
S39-A34,24hrs D1,Unknown,1,Car2,Test,16.4316058277006,0.88,Pass,0.0121965143027594
S39-A35,24hrs D1,Unknown,1,Trp53,Test,21.1232684444606,0.93,Pass,0.0194839829779027
S39-A36,24hrs D1,Unknown,1,PDHx,Test,18.7802909533352,0.92,Pass,0.0126570262457584
S39-A37,24hrs D1,Unknown,1,Hmox1,Test,23.787801669645,0.94,Pass,0.0087765704303593
S39-A38,24hrs D1,Unknown,1,Bach1,Test,29.6645928245748,0.85,Pass,0.00898588417366158
S39-A39,24hrs D1,Unknown,1,Fth1,Test,10.7694844619397,0.94,Pass,0.0146163250752354
S39-A40,24hrs D1,Unknown,1,Fxn,Test,18.9162821573219,0.93,Pass,0.0208283161042978
S39-A41,24hrs D1,Unknown,1,Aco2,Test,17.9153631576725,0.98,Pass,0.0206074612287017
S39-A42,24hrs D1,Unknown,1,H2afz (house keeping),Test,19.4047415264418,0.93,Pass,0.00632670523166442
S39-A43,24hrs D1,Unknown,1,Slc11a2,Test,22.2883630335996,0.96,Pass,0.00590284917332172
S39-A44,24hrs D1,Unknown,1,Th,Test,23.9617354004936,0.91,Pass,0.00763526729220294
S39-A45,24hrs D1,Unknown,1,Trfr2,Test,26.3395629316393,0.97,Pass,0.0155279526230004
S39-A46,24hrs D1,Unknown,1,Mt2,Test,14.0318564505536,0.97,Pass,0.0198420617612677
S39-A47,24hrs D1,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S39-A48,24hrs D1,Unknown,1,RPL22 (house keeping),Test,15.4782202081891,0.95,Pass,0.00902334899870637
S12-A01,8 Days B1,Unknown,1,Ftmt,Test,21.9809316122629,0.99,Pass,0.0170975760029845
S12-A02,8 Days B1,Unknown,1,HK1,Test,29.4989322150691,0.9,Pass,0.00522591086698019
S12-A03,8 Days B1,Unknown,1,Epo,Test,999,0,Fail,0.1
S12-A04,8 Days B1,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S12-A05,8 Days B1,Unknown,1,Slc40a1,Test,21.3730251172782,0.68,Pass,0.00665758110254866
S12-A06,8 Days B1,Unknown,1,Ppara,Test,28.0321136567389,0.95,Pass,0.0143613838140424
S12-A07,8 Days B1,Unknown,1,Vegfa,Test,35.0177721520448,0.6,Fail,0.0130632654833801
S12-A08,8 Days B1,Unknown,1,Ep300,Test,18.2499452773931,0.95,Pass,0.00592725233700934
S12-A09,8 Days B1,Unknown,1,Ftl1,Test,17.702549495281,0.69,Pass,0.00605555306988149
S12-A10,8 Days B1,Unknown,1,Ppargc1a,Test,15.1995422302935,0.93,Pass,0.0103153062665152
S12-A11,8 Days B1,Unknown,1,Epas1,Test,15.9136945256772,0.97,Pass,0.00845488203106051
S12-A12,8 Days B1,Unknown,1,Ogdh,Test,16.0824262849802,0.95,Pass,0.0154003440700253
S12-A13,8 Days B1,Unknown,1,GPX1,Test,999,0,Fail,0.1
S12-A14,8 Days B1,Unknown,1,Ucp2,Test,19.7643688387853,0.93,Pass,0.00634618516443952
S12-A15,8 Days B1,Unknown,1,Ngb,Test,23.2914329612734,0.94,Pass,0.0132358407753192
S12-A16,8 Days B1,Unknown,1,Egln3,Test,19.47113938691,0.92,Pass,0.0149010143493106
S12-A17,8 Days B1,Unknown,1,Bnip3I,Test,16.3454013010428,0.92,Pass,0.0214933930805613
S12-A18,8 Days B1,Unknown,1,Hif1a,Test,17.158872482853,0.99,Pass,0.0274163579922502
S12-A19,8 Days B1,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S12-A20,8 Days B1,Unknown,1,SDHb,Test,14.9613641436988,0.97,Pass,0.0188587803835945
S12-A21,8 Days B1,Unknown,1,Mt3,Test,12.5406746907196,0.79,Pass,0.0228345411869442
S12-A22,8 Days B1,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S12-A23,8 Days B1,Unknown,1,Egln2,Test,19.4728217685171,0.96,Pass,0.00689486129308747
S12-A24,8 Days B1,Unknown,1,Egln1,Test,16.684605198854,0.93,Pass,0.0097987151773852
S12-A25,8 Days B1,Unknown,1,Nfe212,Test,24.5046858048213,0.97,Pass,0.0128811432565052
S12-A26,8 Days B1,Unknown,1,Nos2,Test,24.1702861061443,0.9,Pass,0.0150035719669409
S12-A27,8 Days B1,Unknown,1,Hif3a,Test,24.0895861582762,0.86,Pass,0.0155135707898053
S12-A28,8 Days B1,Unknown,1,Bnip3,Test,16.1636475272244,0.91,Pass,0.0239177378873408
S12-A29,8 Days B1,Unknown,1,Cp,Test,999,0,Fail,0.1
S12-A30,8 Days B1,Unknown,1,Dppa5a,Test,23.5196007403183,0.89,Pass,0.0109474022309234
S12-A31,8 Days B1,Unknown,1,Sod2,Test,15.7787337125422,0.96,Pass,0.0193117342570188
S12-A32,8 Days B1,Unknown,1,Mt1,Test,18.7266032051992,0.97,Pass,0.0150165747366286
S12-A33,8 Days B1,Unknown,1,PDK1,Test,22.4851068443312,0.98,Pass,0.0831058699701507
S12-A34,8 Days B1,Unknown,1,Car2,Test,14.8547726747572,0.87,Pass,0.0121965143027594
S12-A35,8 Days B1,Unknown,1,Trp53,Test,20.8317023933369,0.96,Pass,0.0194839829779027
S12-A36,8 Days B1,Unknown,1,PDHx,Test,17.7989707420138,0.93,Pass,0.0126570262457584
S12-A37,8 Days B1,Unknown,1,Hmox1,Test,22.9511199757921,0.95,Pass,0.0087765704303593
S12-A38,8 Days B1,Unknown,1,Bach1,Test,27.7954059157566,0.83,Pass,0.00898588417366158
S12-A39,8 Days B1,Unknown,1,Fth1,Test,9.70405843853878,0.93,Pass,0.0146163250752354
S12-A40,8 Days B1,Unknown,1,Fxn,Test,18.7117629699446,0.94,Pass,0.0208283161042978
S12-A41,8 Days B1,Unknown,1,Aco2,Test,16.8338150378102,0.97,Pass,0.0206074612287017
S12-A42,8 Days B1,Unknown,1,H2afz (house keeping),Test,17.8180468457815,0.94,Pass,0.00632670523166442
S12-A43,8 Days B1,Unknown,1,Slc11a2,Test,21.2508699714668,0.94,Pass,0.00590284917332172
S12-A44,8 Days B1,Unknown,1,Th,Test,22.4985775754251,0.95,Pass,0.00763526729220294
S12-A45,8 Days B1,Unknown,1,Trfr2,Test,27.023729350901,0.96,Pass,0.0155279526230004
S12-A46,8 Days B1,Unknown,1,Mt2,Test,13.5513471376448,0.98,Pass,0.0198420617612677
S12-A47,8 Days B1,Unknown,1,LCT,Test,27.8011891680504,0.93,Pass,0.0162807939869354
S12-A48,8 Days B1,Unknown,1,RPL22 (house keeping),Test,14.3035955584201,0.94,Pass,0.00902334899870637
S38-A01,24hrs D1,Unknown,1,Ftmt,Test,22.8582927523017,0.99,Pass,0.0170975760029845
S38-A02,24hrs D1,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S38-A03,24hrs D1,Unknown,1,Epo,Test,999,0,Fail,0.1
S38-A04,24hrs D1,Unknown,1,Hamp,Test,27.2002776880423,0.98,Pass,0.0307597811147576
S38-A05,24hrs D1,Unknown,1,Slc40a1,Test,23.1383807860673,0.92,Pass,0.00665758110254866
S38-A06,24hrs D1,Unknown,1,Ppara,Test,25.4510554342476,0.96,Pass,0.0143613838140424
S38-A07,24hrs D1,Unknown,1,Vegfa,Test,999,0,Fail,0.0130632654833801
S38-A08,24hrs D1,Unknown,1,Ep300,Test,18.7358337834689,0.92,Pass,0.00592725233700934
S38-A09,24hrs D1,Unknown,1,Ftl1,Test,19.4042556939699,0.6,Fail,0.00605555306988149
S38-A10,24hrs D1,Unknown,1,Ppargc1a,Test,16.6687142850669,0.94,Pass,0.0103153062665152
S38-A11,24hrs D1,Unknown,1,Epas1,Test,16.7936181188735,0.95,Pass,0.00845488203106051
S38-A12,24hrs D1,Unknown,1,Ogdh,Test,17.2481142981948,0.96,Pass,0.0154003440700253
S38-A13,24hrs D1,Unknown,1,GPX1,Test,999,0,Fail,0.1
S38-A14,24hrs D1,Unknown,1,Ucp2,Test,20.6189264867165,0.94,Pass,0.00634618516443952
S38-A15,24hrs D1,Unknown,1,Ngb,Test,22.0463930111521,0.94,Pass,0.0132358407753192
S38-A16,24hrs D1,Unknown,1,Egln3,Test,21.0137686590483,0.96,Pass,0.0149010143493106
S38-A17,24hrs D1,Unknown,1,Bnip3I,Test,17.43705538822,0.86,Pass,0.0214933930805613
S38-A18,24hrs D1,Unknown,1,Hif1a,Test,18.3772534137132,0.98,Pass,0.0274163579922502
S38-A19,24hrs D1,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S38-A20,24hrs D1,Unknown,1,SDHb,Test,15.9484070322419,0.9,Pass,0.0188587803835945
S38-A21,24hrs D1,Unknown,1,Mt3,Test,13.4001466069675,0.81,Pass,0.0228345411869442
S38-A22,24hrs D1,Unknown,1,Cat,Test,8.07198352452473,0.41,Fail,0.00201192985235196
S38-A23,24hrs D1,Unknown,1,Egln2,Test,20.1893391446088,0.93,Pass,0.00689486129308747
S38-A24,24hrs D1,Unknown,1,Egln1,Test,17.254634218742,0.93,Pass,0.0097987151773852
S38-A25,24hrs D1,Unknown,1,Nfe212,Test,26.5761362742393,0.93,Pass,0.0128811432565052
S38-A26,24hrs D1,Unknown,1,Nos2,Test,26.6757464801025,0.97,Pass,0.0150035719669409
S38-A27,24hrs D1,Unknown,1,Hif3a,Test,23.692073938884,0.9,Pass,0.0155135707898053
S38-A28,24hrs D1,Unknown,1,Bnip3,Test,16.7624898237117,0.98,Pass,0.0239177378873408
S38-A29,24hrs D1,Unknown,1,Cp,Test,999,0,Fail,0.1
S38-A30,24hrs D1,Unknown,1,Dppa5a,Test,23.9859655779468,0.88,Pass,0.0109474022309234
S38-A31,24hrs D1,Unknown,1,Sod2,Test,17.0118159279756,0.96,Pass,0.0193117342570188
S38-A32,24hrs D1,Unknown,1,Mt1,Test,18.7099597378773,0.95,Pass,0.0150165747366286
S38-A33,24hrs D1,Unknown,1,PDK1,Test,23.5209279165192,0.98,Pass,0.0831058699701507
S38-A34,24hrs D1,Unknown,1,Car2,Test,16.4199279287906,0.91,Pass,0.0121965143027594
S38-A35,24hrs D1,Unknown,1,Trp53,Test,21.0752674967519,0.97,Pass,0.0194839829779027
S38-A36,24hrs D1,Unknown,1,PDHx,Test,18.8357119653449,0.93,Pass,0.0126570262457584
S38-A37,24hrs D1,Unknown,1,Hmox1,Test,23.5894919632386,0.96,Pass,0.0087765704303593
S38-A38,24hrs D1,Unknown,1,Bach1,Test,30.7604938541527,0.84,Pass,0.00898588417366158
S38-A39,24hrs D1,Unknown,1,Fth1,Test,10.7450206902352,0.97,Pass,0.0146163250752354
S38-A40,24hrs D1,Unknown,1,Fxn,Test,19.2329307408775,0.92,Pass,0.0208283161042978
S38-A41,24hrs D1,Unknown,1,Aco2,Test,17.986237378012,0.98,Pass,0.0206074612287017
S38-A42,24hrs D1,Unknown,1,H2afz (house keeping),Test,19.6105268573433,0.93,Pass,0.00632670523166442
S38-A43,24hrs D1,Unknown,1,Slc11a2,Test,22.2789804740118,0.92,Pass,0.00590284917332172
S38-A44,24hrs D1,Unknown,1,Th,Test,23.6111749745713,0.94,Pass,0.00763526729220294
S38-A45,24hrs D1,Unknown,1,Trfr2,Test,25.612885396322,0.98,Pass,0.0155279526230004
S38-A46,24hrs D1,Unknown,1,Mt2,Test,14.0680195172205,0.97,Pass,0.0198420617612677
S38-A47,24hrs D1,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S38-A48,24hrs D1,Unknown,1,RPL22 (house keeping),Test,15.2765723608452,0.95,Pass,0.00902334899870637
S11-A01,8 Days B1,Unknown,1,Ftmt,Test,22.248936042961,0.98,Pass,0.0170975760029845
S11-A02,8 Days B1,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S11-A03,8 Days B1,Unknown,1,Epo,Test,999,0,Fail,0.1
S11-A04,8 Days B1,Unknown,1,Hamp,Test,27.48918277905,0.99,Pass,0.0307597811147576
S11-A05,8 Days B1,Unknown,1,Slc40a1,Test,21.1608271218175,0.92,Pass,0.00665758110254866
S11-A06,8 Days B1,Unknown,1,Ppara,Test,24.907282861322,0.96,Pass,0.0143613838140424
S11-A07,8 Days B1,Unknown,1,Vegfa,Test,34.8619361489617,0.88,Pass,0.0130632654833801
S11-A08,8 Days B1,Unknown,1,Ep300,Test,18.0592645623882,0.92,Pass,0.00592725233700934
S11-A09,8 Days B1,Unknown,1,Ftl1,Test,17.4800547212454,0.65,Pass,0.00605555306988149
S11-A10,8 Days B1,Unknown,1,Ppargc1a,Test,15.1910258287704,0.97,Pass,0.0103153062665152
S11-A11,8 Days B1,Unknown,1,Epas1,Test,15.7956274362839,0.97,Pass,0.00845488203106051
S11-A12,8 Days B1,Unknown,1,Ogdh,Test,16.010313076932,0.96,Pass,0.0154003440700253
S11-A13,8 Days B1,Unknown,1,GPX1,Test,999,0,Fail,0.1
S11-A14,8 Days B1,Unknown,1,Ucp2,Test,19.7707116647172,0.92,Pass,0.00634618516443952
S11-A15,8 Days B1,Unknown,1,Ngb,Test,22.358928738469,0.96,Pass,0.0132358407753192
S11-A16,8 Days B1,Unknown,1,Egln3,Test,19.5036227801587,0.95,Pass,0.0149010143493106
S11-A17,8 Days B1,Unknown,1,Bnip3I,Test,16.2930131266412,0.9,Pass,0.0214933930805613
S11-A18,8 Days B1,Unknown,1,Hif1a,Test,17.1311950690442,0.99,Pass,0.0274163579922502
S11-A19,8 Days B1,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S11-A20,8 Days B1,Unknown,1,SDHb,Test,14.9507918667855,0.94,Pass,0.0188587803835945
S11-A21,8 Days B1,Unknown,1,Mt3,Test,12.4572092053196,0.79,Pass,0.0228345411869442
S11-A22,8 Days B1,Unknown,1,Cat,Test,6.41214847605677,0.25,Fail,0.00201192985235196
S11-A23,8 Days B1,Unknown,1,Egln2,Test,19.2710784593054,0.95,Pass,0.00689486129308747
S11-A24,8 Days B1,Unknown,1,Egln1,Test,16.6553688467145,0.87,Pass,0.0097987151773852
S11-A25,8 Days B1,Unknown,1,Nfe212,Test,24.2042893655301,0.97,Pass,0.0128811432565052
S11-A26,8 Days B1,Unknown,1,Nos2,Test,24.4998598925953,0.94,Pass,0.0150035719669409
S11-A27,8 Days B1,Unknown,1,Hif3a,Test,23.9483255826968,0.94,Pass,0.0155135707898053
S11-A28,8 Days B1,Unknown,1,Bnip3,Test,16.0900633849579,0.98,Pass,0.0239177378873408
S11-A29,8 Days B1,Unknown,1,Cp,Test,999,0,Fail,0.1
S11-A30,8 Days B1,Unknown,1,Dppa5a,Test,22.8639853762512,0.89,Pass,0.0109474022309234
S11-A31,8 Days B1,Unknown,1,Sod2,Test,15.67331425341,0.96,Pass,0.0193117342570188
S11-A32,8 Days B1,Unknown,1,Mt1,Test,18.7727349648173,0.96,Pass,0.0150165747366286
S11-A33,8 Days B1,Unknown,1,PDK1,Test,22.2141920331448,0.98,Pass,0.0831058699701507
S11-A34,8 Days B1,Unknown,1,Car2,Test,14.8645614105312,0.86,Pass,0.0121965143027594
S11-A35,8 Days B1,Unknown,1,Trp53,Test,20.8712933623536,0.98,Pass,0.0194839829779027
S11-A36,8 Days B1,Unknown,1,PDHx,Test,17.7105903228677,0.95,Pass,0.0126570262457584
S11-A37,8 Days B1,Unknown,1,Hmox1,Test,22.6566357115739,0.95,Pass,0.0087765704303593
S11-A38,8 Days B1,Unknown,1,Bach1,Test,27.912236544492,0.83,Pass,0.00898588417366158
S11-A39,8 Days B1,Unknown,1,Fth1,Test,9.64452273842404,0.96,Pass,0.0146163250752354
S11-A40,8 Days B1,Unknown,1,Fxn,Test,18.3309751984783,0.96,Pass,0.0208283161042978
S11-A41,8 Days B1,Unknown,1,Aco2,Test,16.6647771491255,0.98,Pass,0.0206074612287017
S11-A42,8 Days B1,Unknown,1,H2afz (house keeping),Test,17.6254987296124,0.95,Pass,0.00632670523166442
S11-A43,8 Days B1,Unknown,1,Slc11a2,Test,20.9327312406658,0.97,Pass,0.00590284917332172
S11-A44,8 Days B1,Unknown,1,Th,Test,22.6336081790117,0.93,Pass,0.00763526729220294
S11-A45,8 Days B1,Unknown,1,Trfr2,Test,27.7333562939108,0.97,Pass,0.0155279526230004
S11-A46,8 Days B1,Unknown,1,Mt2,Test,13.5058054099013,0.98,Pass,0.0198420617612677
S11-A47,8 Days B1,Unknown,1,LCT,Test,26.9990786529198,0.95,Pass,0.0162807939869354
S11-A48,8 Days B1,Unknown,1,RPL22 (house keeping),Test,14.1874104587045,0.95,Pass,0.00902334899870637
S37-A01,24hrs D1,Unknown,1,Ftmt,Test,23.2085479756794,0.98,Pass,0.0170975760029845
S37-A02,24hrs D1,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S37-A03,24hrs D1,Unknown,1,Epo,Test,999,0,Fail,0.1
S37-A04,24hrs D1,Unknown,1,Hamp,Test,27.7280569771618,0.98,Pass,0.0307597811147576
S37-A05,24hrs D1,Unknown,1,Slc40a1,Test,22.8399854231547,0.91,Pass,0.00665758110254866
S37-A06,24hrs D1,Unknown,1,Ppara,Test,26.2481632368378,0.96,Pass,0.0143613838140424
S37-A07,24hrs D1,Unknown,1,Vegfa,Test,999,0,Fail,0.0130632654833801
S37-A08,24hrs D1,Unknown,1,Ep300,Test,18.7079815325648,0.95,Pass,0.00592725233700934
S37-A09,24hrs D1,Unknown,1,Ftl1,Test,19.2826965476179,0.66,Pass,0.00605555306988149
S37-A10,24hrs D1,Unknown,1,Ppargc1a,Test,16.413595159499,0.94,Pass,0.0103153062665152
S37-A11,24hrs D1,Unknown,1,Epas1,Test,16.7348230378573,0.98,Pass,0.00845488203106051
S37-A12,24hrs D1,Unknown,1,Ogdh,Test,17.0668450416401,0.96,Pass,0.0154003440700253
S37-A13,24hrs D1,Unknown,1,GPX1,Test,999,0,Fail,0.1
S37-A14,24hrs D1,Unknown,1,Ucp2,Test,20.6988323101843,0.85,Pass,0.00634618516443952
S37-A15,24hrs D1,Unknown,1,Ngb,Test,21.7988024006738,0.91,Pass,0.0132358407753192
S37-A16,24hrs D1,Unknown,1,Egln3,Test,20.8885726368239,0.93,Pass,0.0149010143493106
S37-A17,24hrs D1,Unknown,1,Bnip3I,Test,17.4662265298924,0.95,Pass,0.0214933930805613
S37-A18,24hrs D1,Unknown,1,Hif1a,Test,18.3752406409417,0.99,Pass,0.0274163579922502
S37-A19,24hrs D1,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S37-A20,24hrs D1,Unknown,1,SDHb,Test,15.8318597256202,0.95,Pass,0.0188587803835945
S37-A21,24hrs D1,Unknown,1,Mt3,Test,13.136322082223,0.82,Pass,0.0228345411869442
S37-A22,24hrs D1,Unknown,1,Cat,Test,7.23243928894625,0.09,Fail,0.00201192985235196
S37-A23,24hrs D1,Unknown,1,Egln2,Test,19.8056004935668,0.95,Pass,0.00689486129308747
S37-A24,24hrs D1,Unknown,1,Egln1,Test,17.18335405257,0.94,Pass,0.0097987151773852
S37-A25,24hrs D1,Unknown,1,Nfe212,Test,26.7939620294752,0.96,Pass,0.0128811432565052
S37-A26,24hrs D1,Unknown,1,Nos2,Test,24.8560750227506,0.96,Pass,0.0150035719669409
S37-A27,24hrs D1,Unknown,1,Hif3a,Test,24.2820053238536,0.94,Pass,0.0155135707898053
S37-A28,24hrs D1,Unknown,1,Bnip3,Test,16.7412206919691,0.98,Pass,0.0239177378873408
S37-A29,24hrs D1,Unknown,1,Cp,Test,999,0,Fail,0.1
S37-A30,24hrs D1,Unknown,1,Dppa5a,Test,24.1240697173095,0.89,Pass,0.0109474022309234
S37-A31,24hrs D1,Unknown,1,Sod2,Test,16.9614273002722,0.96,Pass,0.0193117342570188
S37-A32,24hrs D1,Unknown,1,Mt1,Test,18.6877376749333,0.94,Pass,0.0150165747366286
S37-A33,24hrs D1,Unknown,1,PDK1,Test,23.7881389588335,0.98,Pass,0.0831058699701507
S37-A34,24hrs D1,Unknown,1,Car2,Test,16.4434840867877,0.74,Pass,0.0121965143027594
S37-A35,24hrs D1,Unknown,1,Trp53,Test,21.265461676917,0.98,Pass,0.0194839829779027
S37-A36,24hrs D1,Unknown,1,PDHx,Test,18.6284701934035,0.96,Pass,0.0126570262457584
S37-A37,24hrs D1,Unknown,1,Hmox1,Test,23.7517560243616,0.93,Pass,0.0087765704303593
